2027 GKS-U Available Departments,__EMPTY,__EMPTY_1,__EMPTY_2,__EMPTY_3,__EMPTY_4,__EMPTY_5,__EMPTY_6,__EMPTY_7,__EMPTY_8,__EMPTY_9,__EMPTY_10,__EMPTY_11,__EMPTY_12,__EMPTY_13,__EMPTY_14,__EMPTY_15,__EMPTY_16,Source_File,Sheet_Name,2027 GKS-Korea University Available Departments for Undergraduate Degrees,__EMPTY_17
26,세종대학교,Sejong University,Embassy Track ,A,Seoul,컴퓨터공학과 English Track,Department of Computer Science and Engineering (English Track),공학,Engineering,Bachelor's degree,4,English 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,Courses fully conducted in English ( + IELTS 5.5/TOEFL iBT 3.5/New TEPS 202),available departments (10).xlsx,Sejong University,,
27,세종대학교,Sejong University,Embassy Track ,A,Seoul,정보보호학과,Department of Computer and Information Security,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,,available departments (10).xlsx,Sejong University,,
28,세종대학교,Sejong University,Embassy Track ,A,Seoul,양자지능정보학과,Department of Quantum Information Science and Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,,available departments (10).xlsx,Sejong University,,
29,세종대학교,Sejong University,Embassy Track ,A,Seoul,건축공학과,Department of Architectural Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,,available departments (10).xlsx,Sejong University,,
30,세종대학교,Sejong University,Embassy Track ,A,Seoul,건축학과(5년),Department of Architecture (5-year),공학,Engineering,Bachelor's degree,5,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,5-year program,available departments (10).xlsx,Sejong University,,
31,세종대학교,Sejong University,Embassy Track ,A,Seoul,건설환경공학과,Department of Civil and Environmental Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,,available departments (10).xlsx,Sejong University,,
32,세종대학교,Sejong University,Embassy Track ,A,Seoul,환경융합공학과,Department of Environment and Energy,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,,available departments (10).xlsx,Sejong University,,
33,세종대학교,Sejong University,Embassy Track ,A,Seoul,에너지자원공학과,Department of Energy Resources and Geosystems Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,,available departments (10).xlsx,Sejong University,,
34,세종대학교,Sejong University,Embassy Track ,A,Seoul,기계공학과,Department of Mechanical Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,,available departments (10).xlsx,Sejong University,,
35,세종대학교,Sejong University,Embassy Track ,A,Seoul,우주항공시스템공학부,Faculty of Aerospace System Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,Major selection is required upon admission application with options including Aerospace Engineering Major / Intelligent Drone Convergence Major,available departments (10).xlsx,Sejong University,,
36,세종대학교,Sejong University,Embassy Track ,A,Seoul,나노신소재공학과,Department of Nanotechnology & Advanced Materials Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,,available departments (10).xlsx,Sejong University,,
37,세종대학교,Sejong University,Embassy Track ,A,Seoul,양자원자력공학과,Department of Quantum and Nuclear Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,,available departments (10).xlsx,Sejong University,,
38,세종대학교,Sejong University,Embassy Track ,A,Seoul,콘텐츠소프트웨어학과,Department of Content and Software,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,,available departments (10).xlsx,Sejong University,,
39,세종대학교,Sejong University,Embassy Track ,A,Seoul,AI로봇학과,Department of Artificial Intelligence and Robotics,인공지능(AI),Artificial Intelligence(AI),Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,,available departments (10).xlsx,Sejong University,,
40,세종대학교,Sejong University,Embassy Track ,A,Seoul,인공지능데이터사이언스학과,Department of Artificial Intelligence and Data Science,인공지능(AI),Artificial Intelligence(AI),Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,,available departments (10).xlsx,Sejong University,,
41,세종대학교,Sejong University,Embassy Track ,A,Seoul,지능정보융합학과,Department of Artificial Intelligence and Information Technology,인공지능(AI),Artificial Intelligence(AI),Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,,available departments (10).xlsx,Sejong University,,
42,세종대학교,Sejong University,Embassy Track ,A,Seoul,회화학과,Department of Painting,예체능,Entertainment & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,Major selection is required upon admission application with options including Western Painting / Korean Painting,available departments (10).xlsx,Sejong University,,
43,세종대학교,Sejong University,Embassy Track ,A,Seoul,패션디자인학과,Department of Fashion Design,예체능,Entertainment & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,,available departments (10).xlsx,Sejong University,,
45,세종대학교,Sejong University,Embassy Track ,A,Seoul,음악과,Department of Music,예체능,Entertainment & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,Major selection is required upon admission application with options including Voice / Piano / Violin / Viola / Cello / Contrabass / Flute / Clarinet / Bassoon / Oboe / Horn / Trumpet,available departments (10).xlsx,Sejong University,,
47,세종대학교,Sejong University,Embassy Track ,A,Seoul,체육학과(남),Department of Physical Education (Male),예체능,Entertainment & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,,available departments (10).xlsx,Sejong University,,
48,세종대학교,Sejong University,Embassy Track ,A,Seoul,무용과,Department of Dance,예체능,Entertainment & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,Major selection is required upon admission application with options including Korean Dance / Modern Dance / Ballet,available departments (10).xlsx,Sejong University,,
49,세종대학교,Sejong University,Embassy Track ,A,Seoul,영화예술학과,Department of Film Art,예체능,Entertainment & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,Major selection is required upon admission application with options including Directing & Producing / Acting,available departments (10).xlsx,Sejong University,,
,세종대학교,Sejong University,Embassy Track ,A,Seoul,글로벌자유전공학부 English Track,School of Global Liberal Studies,인문,Humanities,Bachelor's degree,4,English 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,Courses fully conducted in English (+ IELTS 5.5/TOEFL iBT 3.5/New TEPS 202),available departments (10).xlsx,Sejong University,,
,세종대학교,Sejong University,Embassy Track ,A,Seoul,국제인문사회학부,School of Humanities and Social Sciences,사회,Social Science,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,,,,Major declaration is required in the second year with options including Department of Korean Language and Culture Education / Department of International Trade and Commerce,available departments (10).xlsx,Sejong University,,
,세종대학교,Sejong University,Embassy Track ,A,Seoul,국제인문사회학부 English Track,School of Humanities and Social Sciences,사회,Social Science,Bachelor's degree,4,English 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,"Major declaration is required in the second year with options including Department of Korean Language and Culture Education / Department of International Trade and Commerce
 + IELTS 5.5/TOEFL iBT 3.5/New TEPS 202",available departments (10).xlsx,Sejong University,,
,세종대학교,Sejong University,Embassy Track ,A,Seoul,융합기술학부 English Track,School of Convergence Technologies,공학,Engineering,Bachelor's degree,4,English 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,"- Major selection is required upon admission application with options including Department of AI and Software / Department of Smart Mobility
- Courses fully conducted in English ( + IELTS 5.5/TOEFL iBT 3.5/New TEPS 202)",available departments (10).xlsx,Sejong University,,
,세종대학교,Sejong University,Embassy Track ,A,Seoul,엔터테인먼트콘텐츠학부,School of Entertainment and Content,예체능,Entertainment & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,,,,,available departments (10).xlsx,Sejong University,,
,세종대학교,Sejong University,Embassy Track ,A,Seoul,엔터테인먼트콘텐츠학부 English Track,School of Entertainment and Content,예체능,Entertainment & Sports,Bachelor's degree,4,English 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,"- Major selection is required upon admission application with options including Department of K-Pop Entertainment / Department of Visual and Performing Content / Department of Contemporary Music
- Courses fully conducted in English",available departments (10).xlsx,Sejong University,,
50,세종대학교,Sejong University,Embassy Track ,A,Seoul,창의소프트학부,Faculty of Creative Studies,예체능,Entertainment & Sports,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,Major selection is required upon admission application with options including Innovation Design Major / Comics & Animation Technology Major,available departments (10).xlsx,Sejong University,,
51,세종대학교,Sejong University,Embassy Track ,A,Seoul,창의소프트학부 English Track,Faculty of Creative Studies (English Track),예체능,Entertainment & Sports,Bachelor's degree,4,English 100%,TOPIK 3 or above,March or September,https://sos.sejong.ac.kr/eng/index.do,+82-2-6935-2645,"- Major selection is required upon admission application with an option including Comics & Animation Technology Major
- Courses fully conducted in English ( + IELTS 5.5/TOEFL iBT 3.5/New TEPS 202)",available departments (10).xlsx,Sejong University,,
No.,대학명,"University
(대학알리미 공시 명칭)","Application
Track",Embassy Track Type,Campus Location,학과명,"Department
(대학알리미 공시 명칭)",학과계열,"Field of Study
(Division)",Degree Program,"Period
(years)",Medium of Instruction,Required TOPIK for Admission after Language Program,Program starts,Website URL for detailed information,Telephone for detailed information,Remarks,available departments (11).xlsx,Ajou University,,
1,아주대학교,Ajou University,Embassy Track,A,Gyeonggi / Suwon,기계공학과,Mechanical Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://me.ajou.ac.kr/me/index.do,+82-031-219-2170,,available departments (11).xlsx,Ajou University,,
2,아주대학교,Ajou University,Embassy Track,A,Gyeonggi / Suwon,첨단스마트산업공학과,Smart Industrial Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://ie.ajou.ac.kr/ie/index.do#6178,+82-031-219-2170,,available departments (11).xlsx,Ajou University,,
3,아주대학교,Ajou University,Embassy Track,A,Gyeonggi / Suwon,화학공학과,Chemical Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://che.ajou.ac.kr/che/index.do,+82-031-219-2170,,available departments (11).xlsx,Ajou University,,
4,아주대학교,Ajou University,Embassy Track,A,Gyeonggi / Suwon,첨단신소재공학과,Materials Science and Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://mse.ajou.ac.kr/mse/index.do,+82-031-219-2170,,available departments (11).xlsx,Ajou University,,
5,아주대학교,Ajou University,Embassy Track,A,Gyeonggi / Suwon,첨단에코에너지공학과,Eco-energy Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://chembio.ajou.ac.kr/chembio/index.do   https://env.ajou.ac.kr/chembio/index.do ,+82-031-219-2170,,available departments (11).xlsx,Ajou University,,
6,아주대학교,Ajou University,Embassy Track,A,Gyeonggi / Suwon,건설시스템공학과,Civil System Engineering,공학,Engineering,Bachelor's degree,4,Korean 100%,TOPIK 3 or above,March or September,https://ce.ajou.ac.kr/ce/index.do,+82-031-219-2170,,available departments (11).xlsx,Ajou University,,
